Date,IBM.N,MSFT.O,SPG.N,PSA.N,AVB.N,EQR.N,WELL.N,WY.N,VTR.N,O.N,ESS.N,JBHT.O,ALK.N,CSX.O,LUV.N,FDX.N,ESV.N,HP.N,NE.N,OII.N,BCS.N,BAC.N,JPM.N,WFC.N,C.N,USB.N,BBT.N,BBY.N,HD.N,LOW.N,CVS.N,TJX.N,COST.O,TXN.O,MU.O,INTC.O,ADI.O,QCOM.O,AMAT.O,AEP.N,AES.N,ARTNA.O,ATO.N,AVA.N,AWR.N,BKH.N,CDZI.O,XOM.N,CVX.N,COP.N,EOG.N,OXY.N,SLB.N,HAL.N,APC.N,AXP.N,PNC.N,CB.N,SCHW.N,MS.N,AIG.N,SPGI.N,COF.N,PGR.N,MMC.N,AON.N,AFL.N,TRV.N,ALL.N,STT.N,STI.N,TROW.O,MTB.N,KEY.N,RF.N,FITB.O,DE.N,DHR.N,DOV.N,EFX.N,EMR.N,ETN.N,FLS.N,GD.N,GE.N,GWW.N,HON.N,IR.N,ITW.N,JCI.N,ORCL.N,ADBE.O,ADP.O,INTU.O,MU.O,HPQ.N,FISV.O,ADI.O,ADSK.O,TSS.N,AMD.O,PAYX.O,LRCX.O,MSI.N,XLNX.O,CA.O,HD.N,MCD.N,NKE.N,LOW.N,SBUX.O,TJX.N,TGT.N,ROST.O,F.N,VFC.N,CCL.N,RCL.N,AZO.N,DHI.N,TIF.N,LEN.N,KSS.N,HAS.O,TSCO.O,PVH.N,PG.N,KO.N,PEP.O,WMT.N,MO.N,SYY.N,ABMD.O,ABT.N,AGN.N,AMGN.O,BAX.N,BDX.N,BIIB.O,BMY.N,BSX.N,CAH.N,CELG.O
1995-03-30,14.0832,2.9782,7.7096,6.9261,6.5066,3.5516,4.0219,2.8678,11.2790,13.2680,5.5369,3.7085,3.7143,4.0726,3.2939,15.6417,10.7089,4.6380,2.3266,2.0952,4.7587,6.8445,6.4896,3.4185,43.9138,2.4334,4.8406,1.7272,6.7423,3.3572,7.0258,0.6047,5.4331,4.1093,18.5269,3.5294,4.5698,1.5355,2.6741,10.1003,3.1369,2.3019,6.7819,5.7495,2.3967,5.7959,106.2500,8.8383,3.7779,10.7253,5.1548,4.8877,10.2507,6.4218,9.2392,8.4609,11.8224,16.5605,1.8228,6.9836,279.9985,5.5127,5.0510,2.2468,7.4591,10.7106,2.2974,13.5581,8.7039,5.8041,15.6039,2.7097,10.1060,6.6800,11.9409,6.0226,8.1630,2.5903,6.9857,13.3114,8.6296,7.4219,5.2719,7.2424,4.6994,21.1633,11.5839,5.9040,7.8348,8.8634,2.0755,1.4777,18.3376,5.9736,18.5269,4.7187,2.0000,4.5698,10.0304,3.9626,17.1250,2.2874,14.3116,95.8817,4.1972,13.1640,6.7423,10.5819,1.7449,3.3572,0.6451,0.6047,4.1819,0.5645,13.3229,3.6624,7.4629,8.9439,24.2500,1.2775,2.9158,6.1776,4.3074,9.4215,1.2181,13.7640,9.5242,8.2220,11.6810,8.8033,7.1859,3.8533,3.5313,5.0635,14.9818,7.2610,5.7129,9.6578,0.6250,6.8716,6.2188,10.9260,0.2344
1995-03-31,14.0404,2.9369,7.5928,6.9774,6.3764,3.5516,3.9990,2.8224,11.2790,13.3602,5.4936,3.6584,3.6853,4.0662,3.2710,15.4138,10.7089,4.6595,2.4256,2.1779,4.7877,6.8110,6.4367,3.4185,43.9138,2.4118,4.5813,1.7474,6.7233,3.3817,7.0494,0.5879,5.3874,4.0296,18.9310,3.5088,4.4632,1.5181,2.7048,10.1003,3.2278,2.3019,6.9223,5.8470,2.3783,5.7009,106.2500,8.9052,3.8379,11.0264,5.4015,4.9442,10.3156,6.4440,9.2657,8.4006,11.8833,16.2389,1.8736,7.0704,278.6604,5.4463,5.0510,2.1732,7.4140,10.4249,2.3115,13.4238,8.6289,5.8500,15.5676,2.7962,10.3480,6.6506,12.1067,5.9650,8.2391,2.5569,7.0953,13.4108,8.5972,7.2222,5.2719,7.2811,4.6350,21.3319,11.6957,5.9492,7.9776,8.9480,2.0673,1.4615,18.2291,6.0121,18.9310,4.7532,1.9630,4.4632,9.8263,3.9626,16.9375,2.3125,13.9988,94.7971,4.1512,12.9728,6.7233,10.4291,1.7536,3.3817,0.6553,0.5879,4.0135,0.5582,12.9028,3.7060,7.2309,9.0303,24.8750,1.2775,2.8809,6.1776,4.2832,9.4215,1.2181,13.4439,9.4000,8.1677,11.7185,8.8465,7.1179,3.8352,3.6250,4.9595,14.3728,7.2342,5.6696,9.5696,0.6250,6.9267,6.1563,10.8407,0.2344
1995-04-03,14.1687,2.8905,7.5149,6.9261,6.3331,3.5516,3.9990,2.8678,11.2790,13.2680,5.4503,3.5707,3.6272,4.0532,3.2253,15.1289,10.7089,4.5736,2.3761,2.1503,4.7442,6.7942,6.5007,3.4353,43.3453,2.4334,4.6389,1.7777,6.6853,3.5042,7.0258,0.5767,5.4787,4.1549,19.3351,3.6586,4.4632,1.4747,2.6925,10.1798,3.0914,2.3019,6.8287,5.8470,2.4151,5.7643,106.2500,8.8550,3.7080,11.0264,5.2370,4.9442,10.1642,6.5547,9.1863,8.3946,11.9442,16.7213,1.8155,7.0270,278.6604,5.4463,5.0510,2.1197,7.4704,10.4249,2.2833,13.4238,8.6289,5.8500,15.5676,2.9692,10.1211,6.6506,12.1482,5.9794,8.1757,2.5010,7.1775,13.2121,8.6134,7.3387,5.4648,7.4360,4.6886,21.2054,11.6957,6.0171,7.9368,8.7999,2.1252,1.4394,18.2291,5.9157,19.3351,4.7927,1.9722,4.4632,9.6359,3.9931,17.0625,2.3125,14.0770,93.4955,4.2048,13.1640,6.6853,10.3909,1.7799,3.5042,0.6485,0.5767,4.0205,0.5582,13.0229,3.6973,7.2695,9.0735,24.6250,1.2456,2.8693,6.3202,4.2711,9.4215,1.2181,13.0171,9.3645,8.3669,11.8682,8.9328,7.2267,3.8714,3.5000,5.0462,14.1292,7.1671,5.7129,9.6799,0.6250,6.9395,6.3125,10.7269,0.2292
1995-04-04,14.1900,2.8853,7.4760,6.9261,6.4198,3.6028,4.0219,2.9132,11.2790,13.3602,5.4503,3.5582,3.7143,4.0662,3.2939,15.5278,10.7089,4.7024,2.3266,2.1503,4.7587,6.7942,6.5859,3.4690,44.3401,2.4262,4.6965,1.8484,6.6283,3.4675,7.0731,0.5823,5.3418,4.0524,18.4647,3.5785,4.4413,1.4254,2.6373,10.3389,3.0914,2.3019,6.8287,5.8957,2.3967,5.8276,106.2500,8.9887,3.7580,10.9135,5.1548,5.1419,10.1858,6.5104,9.0804,8.5764,12.0052,16.8821,1.7865,7.0920,280.6676,5.4842,4.9849,2.1532,7.5269,10.4963,2.3115,13.4574,8.4788,5.9188,15.6403,2.9692,10.1060,6.7977,12.1067,6.0514,8.2137,2.4564,7.2871,13.6095,8.7427,7.1889,5.4327,7.4360,4.7101,21.5427,11.8074,6.1754,7.8144,8.8634,2.0838,1.4246,18.3376,5.7809,18.4647,4.8026,1.9074,4.4413,9.5191,4.0236,17.5000,2.2999,13.5296,92.6278,4.0287,12.8090,6.6283,10.6583,1.7770,3.4675,0.6587,0.5823,4.0346,0.5645,12.7828,3.7147,7.4242,8.9439,24.3750,1.2616,2.9041,6.1776,4.3195,9.5611,1.1751,12.9104,9.5951,8.4575,11.9431,8.9328,7.3084,3.9256,3.6875,5.2022,14.6468,7.1000,5.7562,9.8122,0.6042,7.0510,6.4375,10.2716,0.2344
1995-04-05,14.3610,2.9163,7.5149,6.9774,6.3764,3.5858,4.0219,2.9041,11.2790,13.3602,5.5801,3.5457,3.6853,4.0726,3.3625,15.4708,10.7089,4.7883,2.4751,2.0952,4.8312,6.8949,6.6925,3.5027,43.9138,2.4190,4.7542,1.9797,6.5904,3.4430,7.0258,0.5991,5.4331,4.1435,18.6823,3.5811,4.4194,1.3790,2.7109,10.4979,3.1369,2.3019,6.8287,5.9932,2.4151,5.9226,109.3750,9.0889,3.7580,10.8006,5.1822,5.2267,10.3156,6.5768,9.0804,8.5158,12.2489,17.3644,1.7720,7.1788,279.3295,5.4273,4.9189,2.1398,7.5246,10.4606,2.2763,13.5245,8.6664,5.9188,15.6767,2.9403,10.1514,6.7683,12.1896,5.9362,8.1757,2.5010,7.1227,13.6095,8.7427,7.1390,5.5291,7.3973,4.7101,21.0789,11.5094,6.0850,7.7532,8.8211,2.0673,1.4984,18.0845,5.7038,18.6823,4.7286,1.9074,4.4194,9.5775,4.0845,17.3750,2.3377,13.9206,94.3632,3.9827,12.6724,6.5904,10.5819,1.7712,3.4430,0.6655,0.5991,3.9855,0.5519,12.7228,3.6885,7.3855,8.9007,24.6250,1.2775,2.9274,6.2727,4.3679,9.5262,1.2038,13.5506,9.6128,8.4394,11.9806,8.9760,7.2948,3.9256,3.1875,5.2369,14.6164,7.1000,5.7778,9.9224,0.6458,6.9395,6.9063,10.5561,0.2396
1995-04-06,14.3396,2.8905,7.4760,7.0288,6.3764,3.5345,4.0219,2.8678,11.3581,13.2680,5.7099,3.5081,3.6853,4.0791,3.3854,15.8127,10.7089,4.8742,2.4751,2.1227,4.8748,7.0291,6.9909,3.5700,44.6244,2.4190,4.8406,1.8888,6.4954,3.4185,6.9075,0.6047,5.3418,4.1150,18.6201,3.5346,4.4194,1.3269,2.7109,10.4979,3.0914,2.3019,6.7819,6.0906,2.4704,5.9543,106.2500,8.9219,3.7080,10.6124,5.0177,5.1984,10.2940,6.5547,9.0274,8.5764,12.4318,16.8821,1.7647,7.3740,285.0164,5.4937,4.9519,2.1264,7.6043,10.5677,2.2692,13.3567,8.6289,5.6665,15.7494,2.9500,10.1514,6.8271,12.4177,5.9362,8.2644,2.4675,7.1227,13.7585,8.6296,7.0392,5.5291,7.4360,4.7423,21.1633,11.8819,6.0397,7.7124,8.8422,1.9432,1.4246,18.0121,5.6652,18.6201,4.7039,1.9444,4.4194,9.5775,4.1760,17.6875,2.3754,13.5296,95.8817,3.9061,12.7817,6.4954,10.6965,1.7624,3.4185,0.6997,0.6047,3.8592,0.5328,13.0229,3.6449,7.3469,8.9871,25.0000,1.2456,2.9274,6.1776,4.4042,9.4215,1.1823,13.4439,9.7370,8.4756,11.9431,8.7602,7.3492,3.8714,3.7500,5.2890,14.3119,7.2073,5.7778,9.9665,0.6354,6.9813,7.0000,10.4708,0.2396
1995-04-07,14.3610,2.8750,7.4760,6.7722,6.3764,3.5516,3.9990,2.8859,11.3977,13.3602,5.6666,3.4830,3.8013,4.0920,3.3854,15.8697,10.6141,4.8312,2.5246,2.0952,4.9328,7.0794,6.9269,3.6037,44.9086,2.4262,4.7542,1.8484,6.5144,3.3695,7.0967,0.6047,5.3874,4.1207,18.9621,3.6018,4.5069,1.3906,2.7968,10.4582,3.1369,2.3019,6.6884,6.0419,2.4151,5.8276,106.2500,8.9386,3.6380,10.4619,4.9419,5.0854,10.3805,6.4883,8.8421,8.5461,12.4318,16.7213,1.7284,7.4391,282.0057,5.4937,4.8199,2.1264,7.6498,10.6034,2.2552,13.4910,8.5163,5.7353,15.8586,2.8635,10.1362,6.8271,12.3555,5.8929,8.3024,2.4675,7.1227,13.3611,8.5488,7.2888,5.4005,7.4360,4.7101,21.4162,11.9191,5.9945,7.7124,8.7999,2.0259,1.4246,18.1930,5.6460,18.9621,4.7384,1.9259,4.5069,9.6943,4.1455,18.4375,2.3879,14.3116,96.5325,3.9215,13.0001,6.5144,10.6965,1.7536,3.3695,0.6843,0.6047,3.8171,0.5265,12.9628,3.6711,7.2695,9.0735,25.2500,1.2456,2.9274,6.0826,4.5494,9.3866,1.1751,13.3372,9.7547,8.5118,11.9431,8.6739,7.3356,3.9256,3.3750,5.1962,14.2510,7.1000,5.7995,9.9224,0.6146,6.9953,6.7188,10.6130,0.2292
1995-04-10,14.7029,2.9292,7.4760,6.8235,6.3764,3.5516,3.9990,2.9041,11.2790,13.4523,5.7099,3.4078,3.7433,4.1113,3.4082,15.8127,10.7089,4.8312,2.5246,2.0400,4.9328,7.0962,6.9056,3.5532,45.1928,2.4334,4.6552,1.8989,6.6473,3.3003,7.0731,0.6103,5.3418,4.1833,19.3040,3.6586,4.6819,1.2979,2.8213,10.4582,3.0914,2.3019,6.6416,6.0419,2.4151,5.7643,106.2500,8.9386,3.6480,10.4619,5.0517,5.0854,10.2507,6.4661,8.8156,8.5461,12.3576,16.7213,1.7865,7.3523,283.6783,5.4937,5.0510,2.1130,7.5246,10.5677,2.2692,13.5916,8.7414,5.6665,15.9313,2.9692,9.9849,6.7683,12.2311,5.9362,8.2010,2.5234,7.0679,13.0631,8.4680,7.3720,5.4327,7.4555,4.7208,21.2054,11.6957,5.9719,7.6307,8.7364,2.0259,1.4984,18.2653,5.7231,19.3040,4.8371,1.9074,4.6819,9.8403,4.0845,18.3750,2.3628,14.7809,98.0510,3.9904,12.8909,6.6473,10.5437,1.7507,3.3003,0.6792,0.6103,3.7609,0.5519,12.9028,3.6537,7.2309,9.2031,25.3750,1.2935,2.9506,6.0350,4.5131,9.4215,1.2038,13.2305,9.7547,8.4756,12.0929,8.7602,7.4037,3.9799,3.3750,5.2311,14.2510,7.2610,5.8860,9.8342,0.6250,7.0231,6.8750,10.7269,0.2292
1995-04-11,14.8311,2.9782,7.5149,6.7722,6.3331,3.5175,4.0219,2.8859,11.2790,13.3602,5.7099,3.3452,3.5692,4.1178,3.4082,15.8697,10.8036,4.7883,2.5741,2.0400,4.8457,7.0794,6.8417,3.5027,45.0507,2.4694,4.7134,1.9393,6.3814,3.1408,7.0494,0.5879,5.3646,4.1776,19.3662,3.7723,4.4413,1.2168,2.7661,10.4184,3.0460,2.3019,6.7352,6.1393,2.4151,5.7643,106.2500,8.9219,3.6080,10.5748,5.0517,5.0854,10.2291,6.4661,8.9480,8.5158,12.2340,16.8017,1.8228,7.3089,281.3366,5.4937,5.0510,2.1331,7.4904,10.4606,2.2622,13.4238,8.7039,5.6206,15.7494,3.0941,9.9849,6.6800,12.2311,5.9073,8.2771,2.5680,6.9583,13.2618,8.3548,7.2555,5.4005,7.4555,4.6994,20.9946,11.7329,5.9719,7.6511,8.6730,2.0590,1.5686,18.3376,5.7423,19.3662,4.8421,2.0000,4.4413,9.8403,4.0540,16.7500,2.2905,14.7027,94.7971,4.0900,13.0548,6.3814,10.4291,1.7507,3.1408,0.6724,0.5879,3.7258,0.5392,12.8428,3.6362,7.2695,9.1599,25.6250,1.2296,2.9622,6.2727,4.4163,9.3866,1.2038,13.4439,9.5596,8.3850,12.0929,8.6739,7.3900,3.9618,3.3750,5.3357,14.2510,7.3416,5.7995,9.9445,0.5833,7.0510,6.8438,10.8122,0.2188
1995-04-12,14.8953,2.9576,7.5149,6.7209,6.3331,3.4662,4.0219,2.9222,11.2790,13.4523,5.6666,3.3828,3.4821,4.1307,3.4082,15.8412,11.3723,4.7239,2.5246,2.0400,4.9763,6.9787,6.8204,3.5363,44.9086,2.4982,4.7716,1.9494,6.4574,3.1408,7.0258,0.5767,5.5701,4.2118,19.5216,3.7930,4.5069,1.2516,2.8091,10.2991,3.2733,2.3019,6.6884,6.0419,2.4151,5.7009,103.1250,8.9386,3.5980,10.4619,5.0792,5.1419,10.2075,6.5325,8.9745,8.4855,11.9869,16.7213,1.8373,7.6776,277.3223,5.4653,5.2490,2.2000,7.4677,10.7106,2.2692,13.4574,8.6664,5.6894,15.8949,2.9884,9.7429,6.7388,12.1896,5.8857,8.3785,2.5569,6.9310,13.0134,8.4356,7.2721,5.4327,7.4750,4.6994,21.1211,11.6957,5.9719,7.6920,8.9268,2.1169,1.5833,18.6270,5.6652,19.5216,4.8273,2.1019,4.5069,9.8111,4.0236,17.2500,2.2937,15.0546,94.5801,4.0746,12.7543,6.4574,10.5437,1.7536,3.1408,0.6860,0.5767,3.7539,0.5392,13.2629,3.6449,7.2309,9.0735,24.2500,1.2057,3.1597,6.2727,4.4647,9.3517,1.2038,12.9104,9.6306,8.4575,12.2426,8.5876,7.3628,4.0342,3.3828,5.3706,14.3119,7.3416,5.7995,10.0327,0.6042,7.0371,6.8125,10.8122,0.2083
1995-04-13,14.7670,2.9937,7.5149,6.7209,6.2463,3.4833,4.0219,2.8950,11.5560,13.5445,5.7099,3.4329,3.5112,4.1242,3.4082,15.7842,11.5618,4.7668,2.5741,2.0400,4.9618,6.9452,6.8417,3.5532,44.7665,2.5054,4.7425,1.9191,6.5714,3.1408,6.9548,0.5711,5.5244,4.3142,19.8946,3.9273,4.6163,1.2458,2.8581,10.2991,3.0914,2.3019,6.7352,6.0419,2.3598,5.7643,106.6400,8.9720,3.5880,10.3114,5.0517,5.1984,10.1858,6.5768,8.8951,8.4855,12.2340,16.7213,1.9027,7.6342,279.3295,5.4653,5.3811,2.2200,7.4790,10.7820,2.2411,13.8265,8.6289,5.6665,15.9677,2.9596,9.8034,6.7388,12.0652,5.9073,8.2644,2.5569,7.0542,13.1128,8.4680,7.2721,5.4005,7.4555,4.7208,21.0789,11.9191,6.2207,7.7532,8.8845,2.1169,1.5796,18.9163,5.6845,19.8946,4.8766,2.0370,4.6163,9.5191,4.0236,17.4375,2.2905,15.1328,95.2309,4.3197,13.1094,6.5714,10.6965,1.7507,3.1408,0.6997,0.5711,3.7329,0.5455,13.0829,3.6188,7.4242,9.0735,24.1250,1.1977,3.0784,6.2727,4.5010,9.2121,1.1895,13.1238,9.6483,8.4212,12.2801,8.7602,7.3764,4.0342,3.6250,5.4403,14.6164,7.3550,5.9077,10.2091,0.5833,7.0928,6.9063,10.6984,0.2188
1995-04-14,14.7670,2.9937,7.5149,6.7209,6.2463,3.4833,4.0219,2.8950,11.5560,13.5445,5.7099,3.4329,3.5112,4.1242,3.4082,15.7842,11.5618,4.7668,2.5741,2.0400,4.9618,6.9452,6.8417,3.5532,44.7665,2.5054,4.7425,1.9191,6.5714,3.1408,6.9548,0.5711,5.5244,4.3142,19.8946,3.9273,4.6163,1.2458,2.8581,10.2991,3.0914,2.3019,6.7352,6.0419,2.3598,5.7643,106.6400,8.9720,3.5880,10.3114,5.0517,5.1984,10.1858,6.5768,8.8951,8.4855,12.2340,16.7213,1.9027,7.6342,279.3295,5.4653,5.3811,2.2200,7.4790,10.7820,2.2411,13.8265,8.6289,5.6665,15.9677,2.9596,9.8034,6.7388,12.0652,5.9073,8.2644,2.5569,7.0542,13.1128,8.4680,7.2721,5.4005,7.4555,4.7208,21.0789,11.9191,6.2207,7.7532,8.8845,2.1169,1.5796,18.9163,5.6845,19.8946,4.8766,2.0370,4.6163,9.5191,4.0236,17.4375,2.2905,15.1328,95.2309,4.3197,13.1094,6.5714,10.6965,1.7507,3.1408,0.6997,0.5711,3.7329,0.5455,13.0829,3.6188,7.4242,9.0735,24.1250,1.1977,3.0784,6.2727,4.5010,9.2121,1.1895,13.1238,9.6483,8.4212,12.2801,8.7602,7.3764,4.0342,3.6250,5.4403,14.6164,7.3550,5.9077,10.2091,0.5833,7.0928,6.9063,10.6984,0.2188
1995-04-17,15.0235,3.1950,7.4760,6.7722,6.2897,3.5004,3.9990,2.7680,11.7934,13.5445,5.6234,3.5081,3.4821,4.1501,3.5226,15.5563,11.8461,4.7883,2.6236,2.0676,5.0053,6.8445,6.9269,3.4858,45.4771,2.5126,4.7716,1.9191,6.5714,3.1776,6.7655,0.5543,5.3418,4.1890,19.1486,3.8860,4.6382,1.2400,2.7293,10.1003,3.0005,2.3019,6.6884,6.0419,2.3598,5.7643,106.6400,8.9887,3.5581,10.4243,5.0517,5.2267,10.0993,6.5768,8.8421,8.3643,12.1105,16.8017,1.8954,7.4607,278.6604,5.4747,5.3811,2.2067,7.4677,10.7106,2.2481,13.4910,8.6664,5.7353,15.7131,2.8635,9.8942,6.6506,11.9201,5.9362,8.2898,2.4787,7.0268,13.2618,8.4195,7.3554,5.5612,7.4165,4.6243,20.6574,12.0681,6.2885,7.6307,8.8845,2.0631,1.5058,18.5185,5.9928,19.1486,4.9754,1.9815,4.6382,9.1687,3.9626,16.8125,2.2591,14.5462,92.1940,4.2891,12.6997,6.5714,10.6583,1.7185,3.1776,0.6946,0.5543,3.7258,0.5392,12.9628,3.5752,7.5789,8.9007,23.2500,1.2136,3.0552,6.1776,4.4284,9.0725,1.2325,13.3372,9.5021,8.2764,12.1303,8.7602,7.3492,3.9256,3.6250,5.3008,14.7382,7.2946,6.0159,10.0988,0.6146,7.1068,6.9375,10.6700,0.2083
1995-04-18,15.0876,3.1692,7.4371,6.7722,6.2463,3.5004,4.0219,2.7861,11.5956,13.5445,5.6234,3.6083,3.4531,4.1565,3.5226,15.6132,11.6566,4.8527,2.7474,2.0952,4.8893,6.7607,7.1401,3.5027,45.6192,2.4838,4.7716,1.7979,6.4194,3.1408,6.8143,0.5599,5.2961,4.2630,19.4594,3.8989,4.4850,1.1936,2.6987,10.1798,3.0914,2.3019,6.7819,6.0419,2.3598,5.7009,106.2500,9.0889,3.6380,10.4243,4.8870,5.1702,10.1426,6.6654,8.4980,8.3037,12.2340,17.0428,1.8518,7.4174,278.6604,5.5032,5.3481,2.1799,7.4790,10.8177,2.2481,13.4910,8.4413,5.7582,15.5312,2.8443,9.8034,6.5917,11.7750,5.9073,8.3531,2.4117,6.9446,12.9141,8.3872,7.3720,5.6577,7.2994,4.6350,20.3201,11.7329,6.2659,7.6715,8.8845,2.0425,1.4763,18.3015,5.9350,19.4594,5.0543,2.0185,4.4850,8.9935,3.9931,16.9375,2.2622,14.4680,91.5432,4.3044,12.3993,6.4194,10.5437,1.7390,3.1408,0.6946,0.5599,3.7329,0.5392,13.0229,3.6188,7.4242,8.7711,23.6250,1.2136,2.9622,6.0350,4.3437,8.8981,1.2325,13.0171,9.6804,8.4575,12.2801,8.7170,7.2676,3.8895,3.0000,5.2659,14.8600,7.2476,5.9510,10.1429,0.6563,7.0371,6.9063,10.4139,0.2135
1995-04-19,14.8953,3.1434,7.3592,6.5670,6.1596,3.4662,4.0219,2.8224,11.2394,13.4523,5.7099,3.6083,3.5692,4.1436,3.4769,15.6132,11.3723,4.9171,2.6731,2.0952,4.8022,6.7774,7.0335,3.4690,45.1928,2.4766,4.7134,2.0807,6.3435,3.0672,6.7904,0.5319,5.2961,4.1890,18.8688,3.8576,4.4850,1.1415,2.6741,10.1798,3.0005,2.3019,6.8755,6.0419,2.3967,5.7643,103.1250,9.1558,3.6380,10.3867,4.9419,5.2267,10.3589,6.7097,8.6039,8.4552,12.3576,17.0428,1.8228,7.5041,278.9950,5.5127,5.2160,2.1331,7.4449,10.7106,2.2481,13.5916,8.6289,5.6894,15.7494,2.7386,9.8564,6.6506,11.6506,5.9506,8.4419,2.3782,7.0131,12.7651,8.3548,7.3720,5.6255,7.3384,4.6994,20.0672,11.5839,6.4016,7.8348,9.0114,2.0011,1.4763,18.2291,5.9736,18.8688,4.9754,2.0741,4.4850,8.5264,4.0236,16.3750,2.2528,14.3507,93.0617,4.2278,12.1808,6.3435,10.7729,1.7156,3.0672,0.6946,0.5319,3.6978,0.5328,13.3229,3.6188,7.4629,8.7279,23.7500,1.2136,2.8809,5.8450,4.2953,8.8981,1.1895,13.0171,9.6804,8.3850,12.1303,8.6307,7.3084,3.9799,3.5000,5.1788,14.8600,7.3281,5.7129,9.9665,0.6563,6.9395,6.7188,10.2716,0.2188
1995-04-20,15.2158,3.1073,7.3592,6.5157,6.0294,3.4150,3.9990,2.8315,11.5560,13.5445,5.6234,3.6584,3.7143,4.1952,3.4540,15.4708,12.0356,5.0460,2.7226,2.1779,4.7587,6.6768,7.0548,3.4858,44.1980,2.4766,4.7134,2.1413,6.3245,3.1162,6.6709,0.5207,5.4787,4.1776,18.8999,3.8447,4.4194,1.2632,2.6741,10.1401,3.0460,2.3019,6.8287,6.1393,2.3783,5.7959,103.1250,9.3229,3.7380,10.7630,5.0792,5.3114,10.9860,6.7983,8.8686,8.5461,12.3576,17.0428,1.8373,7.6126,278.3259,5.5127,5.2820,2.0863,7.4563,10.6749,2.2692,13.5245,8.8915,5.8271,15.6767,2.7482,9.7429,6.4446,11.5677,5.9217,8.5052,2.4117,6.9857,12.7154,8.3225,7.4885,5.6095,7.3384,4.6350,20.0672,11.8446,6.5148,8.0796,9.0961,1.9763,1.4984,18.1568,5.8772,18.8999,5.0543,2.0556,4.4194,8.5848,3.9321,16.7500,2.2622,14.3898,90.8924,4.4729,12.2081,6.3245,10.6201,1.6981,3.1162,0.6758,0.5207,3.6837,0.5265,13.1429,3.6188,7.4242,8.4254,23.5000,1.2136,2.8809,5.8925,4.2711,8.9679,1.2181,13.1238,9.7874,8.2945,12.0929,8.5444,7.2812,3.9618,3.5000,5.1613,14.6164,7.2610,5.7995,9.8342,0.6458,7.0789,6.5938,10.3570,0.2214
1995-04-21,15.6646,3.0970,7.3592,6.5157,6.1596,3.4150,4.0219,2.9222,11.7143,13.4523,5.7531,3.8338,3.7433,4.1630,3.9344,15.4423,12.0356,5.0460,2.6731,2.1503,4.8457,6.7103,6.9909,3.4521,44.7665,2.4694,4.7134,2.0706,6.3624,3.0794,6.6948,0.5319,5.5244,4.2687,18.9310,3.8395,4.3319,1.2168,2.7171,10.2594,3.0460,2.3019,6.9223,6.1393,2.3783,5.7643,112.5000,9.2560,3.7180,10.7253,5.3537,5.4244,10.9860,6.8647,8.8686,8.4855,12.5430,17.1232,1.8228,7.6342,276.6533,5.5127,5.2160,2.0662,7.3994,10.6391,2.2481,13.4910,9.0041,5.8959,15.7858,2.8154,9.6672,6.3269,11.5262,5.7921,8.5052,2.4675,7.0131,12.6657,8.4033,7.7215,6.0434,7.3189,4.7208,20.1936,11.6957,6.4695,8.0388,9.0326,1.9846,1.5427,18.1930,5.8387,18.9310,5.0543,2.0741,4.3319,8.4826,3.9321,17.0000,2.3171,14.7809,90.6755,4.4959,13.2186,6.3624,10.7729,1.7098,3.0794,0.6690,0.5319,3.7048,0.5392,12.9628,3.6101,7.5015,8.2958,23.7500,1.2456,2.8693,6.1301,4.2348,8.8981,1.1895,13.0171,9.8587,8.4212,12.3549,8.4581,7.3220,4.0161,3.1250,5.1962,14.8600,7.3818,5.8644,9.8342,0.6563,7.0928,6.5938,10.7838,0.2214
1995-04-24,15.9852,3.2105,7.3592,6.5670,6.0294,3.5004,4.0219,2.9313,10.3292,13.6366,5.5369,3.7587,3.7723,4.1759,4.0258,15.3568,12.2252,5.1104,2.6731,2.0952,4.8167,6.7271,7.1187,3.5027,46.6140,2.4550,4.6843,2.0201,6.3245,2.7727,6.8621,0.5263,5.3874,4.5988,19.8946,3.9893,4.6601,1.1589,2.8459,10.3786,3.0005,2.3019,7.0158,6.0906,2.3967,5.7326,115.6250,9.3061,3.7080,10.7630,5.2164,5.3397,11.0725,6.9976,9.0804,8.4855,12.4812,17.2840,1.9172,7.8078,281.6712,5.5317,5.2490,2.0729,7.1831,10.6391,2.2481,13.3232,9.0791,5.8730,15.8949,2.8154,9.6521,6.4151,11.4848,5.7344,8.6320,2.4787,7.1090,12.6161,8.5972,7.8213,5.5934,7.3189,4.7638,20.6152,11.9191,6.4695,8.2428,9.0326,2.0135,1.5796,18.5185,6.4360,19.8946,5.1728,2.0741,4.6601,8.7016,3.9626,17.4375,2.3423,15.0546,94.1463,4.7180,13.3552,6.3245,10.9257,1.7302,2.7727,0.6451,0.5263,3.7750,0.5201,13.0829,3.6624,7.4629,8.2958,23.5000,1.2456,2.9041,6.3677,4.2590,8.8981,1.2325,12.8037,9.9835,8.4575,12.3924,8.4150,7.3764,4.0139,3.3750,5.4054,14.6773,7.3281,5.8860,9.8783,0.6458,7.2600,6.6563,10.6984,0.2240
