date,INE_volume,pp_volume,INE_price,pp_price
2018-05-09 09:00,3702,7498,461800,46215
2018-05-09 09:05,3484,12540,463100,46135
2018-05-09 09:10,2692,7164,463200,46235
2018-05-09 09:15,5260,32496,466100,46545
2018-05-09 09:20,2464,35326,465900,46640
2018-05-09 09:25,2312,15678,465100,46620
2018-05-09 09:30,1678,9946,466100,46545
2018-05-09 09:35,2754,7750,465900,46475
2018-05-09 09:40,1010,11580,465500,46425
2018-05-09 09:45,402,13418,465400,46275
2018-05-09 09:50,478,9956,465500,46305
2018-05-09 09:55,910,3572,465400,46325
2018-05-09 10:00,514,5288,465500,46305
2018-05-09 10:05,556,16124,465000,46195
2018-05-09 10:10,394,16166,465300,46150
2018-05-09 10:15,366,7084,465600,46155
2018-05-09 10:30,104,1770,465700,46190
2018-05-09 10:35,454,4612,465300,46215
2018-05-09 10:40,300,2344,465300,46210
2018-05-09 10:45,178,3246,465300,46215
2018-05-09 10:50,326,1300,465400,46215
2018-05-09 10:55,258,4090,465400,46285
2018-05-09 11:00,420,3066,465300,46245
2018-05-09 11:05,302,1350,465400,46220
2018-05-09 11:10,180,1668,465300,46210
2018-05-09 11:15,220,1762,465200,46245
2018-05-09 11:20,298,1794,465400,46220
2018-05-09 11:25,282,750,465500,46260
2018-05-09 11:29,1128,1112,465800,46245
2018-05-09 13:30,326,774,465600,46255
2018-05-09 13:35,912,4248,465200,46165
2018-05-09 13:40,444,5552,465100,46130
2018-05-09 13:45,2716,4908,464200,46095
2018-05-09 13:50,982,5788,464600,46140
2018-05-09 13:55,1104,1746,464600,46115
2018-05-09 14:00,582,2962,465000,46135
2018-05-09 14:05,340,10354,464900,46055
2018-05-09 14:10,374,6214,464700,46045
2018-05-09 14:15,470,4374,464800,46065
2018-05-09 14:20,410,6788,464900,46060
2018-05-09 14:25,736,3450,464300,46080
2018-05-09 14:30,2732,4710,465400,46125
2018-05-09 14:35,834,2092,464900,46115
2018-05-09 14:40,524,1382,464900,46095
2018-05-09 14:45,638,2020,465100,46135
2018-05-09 14:50,820,5304,465200,46140
2018-05-09 14:55,732,4678,465200,46105
2018-05-09 14:59,2502,5656,465200,46110
2018-05-10 09:00,2496,11176,472500,46320
2018-05-10 09:05,5416,14760,474700,46350
2018-05-10 09:10,3518,7332,474700,46330
2018-05-10 09:15,2056,7730,474200,46295
2018-05-10 09:20,1222,3538,474400,46350
2018-05-10 09:25,346,14532,474200,46360
2018-05-10 09:30,698,12580,474400,46300
2018-05-10 09:35,444,5274,474500,46270
2018-05-10 09:40,1058,2174,474900,46290
2018-05-10 09:45,1276,8278,474600,46165
2018-05-10 09:50,1094,10588,474300,46170
2018-05-10 09:55,488,3320,474400,46185
2018-05-10 10:00,1314,3808,474200,46240
2018-05-10 10:05,404,1592,474400,46225
2018-05-10 10:10,326,1136,474600,46230
2018-05-10 10:14,172,3514,474600,46270
2018-05-10 10:30,138,3336,474500,46315
2018-05-10 10:35,226,8952,474500,46335
2018-05-10 10:40,190,4126,474500,46340
2018-05-10 10:45,356,2396,474800,46335
2018-05-10 10:50,384,2610,474700,46340
2018-05-10 10:55,74,1540,474600,46335
2018-05-10 11:00,206,1490,474600,46360
2018-05-10 11:05,186,8556,474700,46435
2018-05-10 11:10,1434,6616,475500,46375
2018-05-10 11:15,1728,7746,474800,46250
2018-05-10 11:20,266,4412,474900,46285
2018-05-10 11:25,584,2770,475200,46300
2018-05-10 11:30,1134,1692,474700,46300
2018-05-10 13:30,246,636,474600,46285
2018-05-10 13:35,882,1482,474400,46295
2018-05-10 13:40,2884,826,473400,46270
2018-05-10 13:45,1124,8980,473900,46140
2018-05-10 13:50,830,15238,474200,46130
2018-05-10 13:55,840,7130,474000,46120
2018-05-10 14:00,492,9974,473800,46220
2018-05-10 14:05,388,3242,473800,46195
2018-05-10 14:10,624,2336,474200,46170
2018-05-10 14:15,478,4060,474200,46215
2018-05-10 14:20,1144,5700,474600,46245
2018-05-10 14:25,1536,1714,474800,46225
2018-05-10 14:30,564,2060,474800,46240
2018-05-10 14:35,1266,4856,475400,46280
2018-05-10 14:40,7160,5520,476000,46290
2018-05-10 14:45,988,1708,475800,46270
2018-05-10 14:50,1988,1614,476700,46290
2018-05-10 14:55,2586,6824,476900,46325
2018-05-10 14:59,3150,11788,476400,46380
2018-05-11 09:00,1016,4780,471900,46345
2018-05-11 09:05,1450,10384,471600,46240
2018-05-11 09:10,1556,6122,471400,46250
2018-05-11 09:15,1396,25258,471100,46505
2018-05-11 09:20,842,17204,471600,46485
2018-05-11 09:25,976,5404,471700,46450
2018-05-11 09:30,520,4260,471800,46445
2018-05-11 09:35,458,6312,471600,46420
2018-05-11 09:40,270,8330,471800,46345
2018-05-11 09:45,1422,3042,472200,46350
2018-05-11 09:50,1110,2326,472500,46315
2018-05-11 09:55,248,2582,472500,46310
2018-05-11 10:00,472,11624,472200,46250
2018-05-11 10:05,774,4660,472300,46270
2018-05-11 10:10,358,2528,472700,46235
2018-05-11 10:14,316,7944,472500,46215
2018-05-11 10:30,94,2046,472500,46225
2018-05-11 10:35,544,3952,472400,46185
2018-05-11 10:40,496,5056,472200,46205
2018-05-11 10:45,332,5226,472300,46175
2018-05-11 10:50,484,15706,472100,46115
2018-05-11 10:55,888,5632,472100,46135
2018-05-11 11:00,190,6114,472200,46190
2018-05-11 11:05,1462,6890,471500,46205
2018-05-11 11:10,612,1768,471400,46215
2018-05-11 11:15,284,2190,471500,46210
2018-05-11 11:20,1962,3584,470800,46165
2018-05-11 11:25,1158,3564,470900,46175
2018-05-11 11:29,810,4118,471300,46210
2018-05-11 13:30,552,3714,471700,46285
2018-05-11 13:35,664,10940,471700,46320
2018-05-11 13:40,406,5646,471800,46230
2018-05-11 13:45,754,9162,471400,46180
2018-05-11 13:50,666,3772,471300,46200
2018-05-11 13:55,336,3404,471200,46190
2018-05-11 14:00,288,2552,471400,46205
2018-05-11 14:05,556,3284,471500,46235
2018-05-11 14:10,782,3932,471500,46225
2018-05-11 14:15,386,2100,471400,46240
2018-05-11 14:20,458,1818,471400,46210
2018-05-11 14:25,320,3128,471600,46260
2018-05-11 14:30,248,2004,471400,46240
2018-05-11 14:35,644,4230,471700,46295
2018-05-11 14:40,1272,5778,471900,46325
2018-05-11 14:45,608,14134,471800,46350
2018-05-11 14:50,790,6838,471300,46390
2018-05-11 14:55,1314,6608,471400,46340
2018-05-11 15:00,1656,6776,471200,46315
2018-05-14 09:00,1902,6588,468600,46390
2018-05-14 09:05,4454,23722,467700,46460
2018-05-14 09:10,4730,8714,466800,46420
2018-05-14 09:15,1734,5492,466500,46485
2018-05-14 09:20,3326,13416,465600,46525
2018-05-14 09:25,1964,17912,465400,46645
2018-05-14 09:30,4928,44354,462900,46705
2018-05-14 09:35,2890,9228,463300,46725
2018-05-14 09:40,1812,7072,464400,46700
2018-05-14 09:45,1308,4770,464200,46725
2018-05-14 09:50,1116,11742,465200,46620
2018-05-14 09:55,1236,11256,465300,46585
2018-05-14 10:00,1452,5996,465700,46640
2018-05-14 10:05,1012,2470,465900,46640
2018-05-14 10:10,1104,2890,465500,46605
2018-05-14 10:15,874,2162,465500,46585
2018-05-14 10:30,540,1428,465700,46605
2018-05-14 10:35,1174,3330,466300,46655
2018-05-14 10:40,1456,2084,466100,46660
2018-05-14 10:45,972,4246,465900,46675
2018-05-14 10:50,662,3342,465700,46655
2018-05-14 10:55,386,1934,466000,46650
2018-05-14 11:00,592,3736,466100,46640
2018-05-14 11:05,718,4018,466200,46595
2018-05-14 11:10,504,2098,466000,46605
2018-05-14 11:15,122,2804,466000,46615
2018-05-14 11:20,538,2228,466200,46620
2018-05-14 11:25,262,1758,466100,46645
2018-05-14 11:29,364,3638,466000,46615
2018-05-14 13:30,198,1192,466100,46650
2018-05-14 13:35,1686,6078,465200,46575
2018-05-14 13:40,902,16818,465500,46470
2018-05-14 13:45,564,16738,465900,46430
2018-05-14 13:50,472,15232,465500,46355
2018-05-14 13:55,340,7536,465500,46320
2018-05-14 14:00,574,39386,465500,46125
2018-05-14 14:05,428,19436,465500,46095
2018-05-14 14:10,280,20312,465500,46110
2018-05-14 14:15,150,10172,465700,46150
2018-05-14 14:20,772,4452,465800,46115
2018-05-14 14:25,528,6856,465800,46070
2018-05-14 14:30,250,25354,465600,45900
2018-05-14 14:35,682,16856,465500,45940
2018-05-14 14:40,424,8516,465500,45965
2018-05-14 14:45,582,4088,465900,45975
2018-05-14 14:50,838,6216,465500,45985
2018-05-14 14:55,1620,5808,465400,46010
2018-05-14 15:00,2428,8426,465600,45940
2018-05-15 09:00,1332,6718,472500,46080
2018-05-15 09:05,1760,14162,472300,46085
2018-05-15 09:10,3068,14100,473300,46065
2018-05-15 09:15,1978,5612,472900,46125
2018-05-15 09:20,688,4118,473000,46120
2018-05-15 09:25,406,2692,473100,46095
2018-05-15 09:30,1144,12424,472800,46050
2018-05-15 09:35,894,15948,472800,45915
2018-05-15 09:40,572,16432,472700,45960
2018-05-15 09:45,706,18916,473000,46125
2018-05-15 09:50,496,14874,473000,46115
2018-05-15 09:55,380,4360,472700,46015
2018-05-15 10:00,502,6462,472500,45980
2018-05-15 10:05,448,2226,472400,45970
2018-05-15 10:10,1124,3840,471800,45980
2018-05-15 10:14,2050,3494,471400,46015
2018-05-15 10:30,406,440,471500,46030
2018-05-15 10:35,1608,2384,471800,46065
2018-05-15 10:40,1162,4212,472000,46030
2018-05-15 10:45,814,3440,472200,46110
2018-05-15 10:50,426,2960,472000,46120
2018-05-15 10:55,762,2162,472200,46085
2018-05-15 11:00,482,3510,471900,46040
2018-05-15 11:05,268,2750,472000,46035
2018-05-15 11:10,520,2402,472200,45980
2018-05-15 11:15,124,2644,472300,46055
2018-05-15 11:20,414,996,472000,46035
2018-05-15 11:25,262,1684,472200,46065
2018-05-15 11:30,436,2514,472200,46075
2018-05-15 13:30,236,836,472000,46085
2018-05-15 13:35,486,2654,472300,46120
2018-05-15 13:40,732,2464,471700,46095
2018-05-15 13:45,1364,2074,472100,46105
2018-05-15 13:50,704,2852,472300,46135
2018-05-15 13:55,320,10418,472200,46045
2018-05-15 14:00,648,3606,472000,46010
2018-05-15 14:05,712,1540,472100,46045
2018-05-15 14:10,1852,2346,471700,46060
2018-05-15 14:15,766,1302,472100,46060
2018-05-15 14:20,356,1690,471900,46100
2018-05-15 14:25,706,1462,472100,46075
2018-05-15 14:30,388,1400,472100,46050
2018-05-15 14:35,416,1930,472000,46060
2018-05-15 14:40,1616,2656,472400,46105
2018-05-15 14:45,1510,2782,472400,46105
2018-05-15 14:50,930,1934,472700,46085
2018-05-15 14:55,2524,2604,473300,46115
2018-05-15 15:00,3964,4856,472800,46100
2018-05-16 09:00,1794,11196,474300,46285
2018-05-16 09:05,2764,27578,473900,46465
2018-05-16 09:10,2054,21264,474300,46490
2018-05-16 09:15,780,25930,474100,46590
2018-05-16 09:20,878,31530,473900,46625
2018-05-16 09:25,648,13648,473900,46555
2018-05-16 09:30,544,12064,474000,46545
2018-05-16 09:35,1194,9950,473800,46595
2018-05-16 09:40,206,12448,473800,46485
2018-05-16 09:45,318,7578,473900,46490
2018-05-16 09:50,500,5510,474200,46480
2018-05-16 09:55,704,14828,474300,46370
2018-05-16 10:00,484,10200,474500,46370
2018-05-16 10:05,1804,3880,474900,46385
2018-05-16 10:10,952,6302,474900,46345
2018-05-16 10:15,610,6872,474900,46270
2018-05-16 10:30,150,4682,475200,46280
2018-05-16 10:35,506,7470,475000,46260
2018-05-16 10:40,332,8364,475000,46205
2018-05-16 10:45,402,6348,474900,46240
2018-05-16 10:50,914,5008,475500,46215
2018-05-16 10:55,1358,4738,475400,46195
2018-05-16 11:00,330,7260,475400,46170
2018-05-16 11:05,474,6208,475400,46180
2018-05-16 11:10,542,4696,475100,46235
2018-05-16 11:15,1640,1538,475000,46215
2018-05-16 11:20,356,4610,474900,46290
2018-05-16 11:25,442,3926,475300,46330
2018-05-16 11:29,438,3446,475100,46320
2018-05-16 13:30,386,3080,475200,46380
2018-05-16 13:35,666,4558,475300,46360
2018-05-16 13:40,896,2784,475300,46345
2018-05-16 13:45,572,7674,474800,46450
2018-05-16 13:50,894,6638,474800,46400
2018-05-16 13:55,684,11456,475000,46525
2018-05-16 14:00,1228,12658,475400,46550
2018-05-16 14:05,592,12806,475000,46365
2018-05-16 14:10,666,6182,474900,46375
2018-05-16 14:15,348,7542,475000,46320
2018-05-16 14:20,1116,5326,474500,46265
2018-05-16 14:25,1058,7694,474600,46345
2018-05-16 14:30,730,1584,474100,46345
2018-05-16 14:35,1278,6064,474000,46390
2018-05-16 14:40,2782,2112,473400,46375
2018-05-16 14:45,1326,2592,473100,46390
2018-05-16 14:50,2468,2400,472700,46350
2018-05-16 14:55,1188,3242,472800,46345
2018-05-16 14:59,1812,5172,473100,46370
2018-05-17 09:00,2064,7112,481400,46500
2018-05-17 09:05,2088,9482,480500,46420
2018-05-17 09:10,2334,12120,479900,46330
2018-05-17 09:15,1134,6508,480400,46370
2018-05-17 09:20,670,6664,480300,46420
2018-05-17 09:25,722,2392,480000,46395
2018-05-17 09:30,282,11294,479900,46345
2018-05-17 09:35,298,3154,479800,46360
2018-05-17 09:40,580,1328,480200,46355
2018-05-17 09:45,566,2428,480300,46420
2018-05-17 09:50,330,13696,480400,46500
2018-05-17 09:55,948,5242,480900,46435
2018-05-17 10:00,574,6576,480800,46345
2018-05-17 10:05,952,6868,481300,46285
2018-05-17 10:10,844,5976,480800,46320
2018-05-17 10:14,518,1660,481000,46305
2018-05-17 10:30,186,754,481100,46335
2018-05-17 10:35,938,5390,481100,46340
2018-05-17 10:40,332,3786,481200,46345
2018-05-17 10:45,808,2358,481000,46305
2018-05-17 10:50,288,11668,480900,46445
2018-05-17 10:55,448,6582,481000,46435
2018-05-17 11:00,2210,7424,481500,46425
2018-05-17 11:05,1970,6132,481900,46450
2018-05-17 11:10,2442,16154,482600,46520
2018-05-17 11:15,3610,12578,483000,46495
2018-05-17 11:20,1572,7210,483700,46440
2018-05-17 11:25,2492,6940,484000,46455
2018-05-17 11:30,2518,8392,484300,46475
2018-05-17 13:30,1244,2498,483200,46440
2018-05-17 13:35,2034,9346,483300,46405
2018-05-17 13:40,498,4690,483400,46440
2018-05-17 13:45,1106,3376,483900,46455
2018-05-17 13:50,1380,3476,484400,46440
2018-05-17 13:55,3760,3936,484600,46400
2018-05-17 14:00,1462,18858,484200,46305
2018-05-17 14:05,1732,6910,484100,46295
2018-05-17 14:10,1598,6588,484000,46285
2018-05-17 14:15,1652,38176,483500,46115
2018-05-17 14:20,1268,8324,483400,46100
2018-05-17 14:25,714,10350,483600,46190
2018-05-17 14:30,396,4048,483500,46140
2018-05-17 14:35,3092,4714,482800,46170
2018-05-17 14:40,710,2100,482700,46155
2018-05-17 14:45,3250,3310,481900,46180
2018-05-17 14:50,1530,3074,481800,46170
2018-05-17 14:55,1062,3456,481900,46185
2018-05-17 14:59,2236,4772,481900,46175
2018-05-18 09:00,1198,6650,483800,46220
2018-05-18 09:05,1974,11764,484400,46190
2018-05-18 09:10,1034,9510,484500,46250
2018-05-18 09:15,410,4858,484400,46300
2018-05-18 09:20,970,5762,483700,46170
2018-05-18 09:25,556,3454,484200,46180
2018-05-18 09:30,1050,5586,483900,46195
2018-05-18 09:35,546,4406,484000,46260
2018-05-18 09:40,208,12234,484100,46360
2018-05-18 09:45,504,6558,484300,46300
2018-05-18 09:50,250,10596,484300,46165
2018-05-18 09:55,224,6306,484200,46135
2018-05-18 10:00,1682,6970,485000,46155
2018-05-18 10:05,1600,3340,485400,46215
2018-05-18 10:10,566,2466,485400,46170
2018-05-18 10:14,766,1088,485700,46200
2018-05-18 10:30,206,978,485700,46215
2018-05-18 10:35,790,2230,485100,46185
2018-05-18 10:40,484,3192,485700,46170
2018-05-18 10:45,354,5052,485600,46120
2018-05-18 10:50,334,7914,485500,46115
2018-05-18 10:55,800,24014,485400,45930
2018-05-18 11:00,772,45542,484900,45735
2018-05-18 11:05,1016,12828,484700,45800
2018-05-18 11:10,432,7718,485100,45860
2018-05-18 11:15,348,7402,484800,45845
2018-05-18 11:20,326,4732,484600,45890
2018-05-18 11:25,1006,7234,483800,45905
2018-05-18 11:29,512,3848,484500,45925
2018-05-18 13:30,162,2760,484700,45945
2018-05-18 13:35,898,4374,485200,45940
2018-05-18 13:40,876,2944,484400,45965
2018-05-18 13:45,342,7920,484600,45990
2018-05-18 13:50,346,2794,484600,46000
2018-05-18 13:55,728,1616,484800,45975
2018-05-18 14:00,684,2100,485300,45965
2018-05-18 14:05,472,3032,485000,46020
2018-05-18 14:10,1054,4614,485400,46085
2018-05-18 14:15,524,9256,485100,46100
2018-05-18 14:20,502,6594,485000,46130
2018-05-18 14:25,432,1988,485200,46110
2018-05-18 14:30,326,3342,485000,46105
2018-05-18 14:35,198,2530,485200,46105
2018-05-18 14:40,508,3092,485300,46065
2018-05-18 14:45,838,2988,485500,46100
2018-05-18 14:50,1124,3662,485400,46100
2018-05-18 14:55,1238,4344,485600,46085
2018-05-18 15:00,2298,6186,486500,46165
2018-05-21 09:00,1696,6722,483200,46190
2018-05-21 09:05,2194,20232,482900,46255
2018-05-21 09:10,2058,15596,483800,46155
2018-05-21 09:15,2200,8700,483900,46145
2018-05-21 09:20,1062,10220,484100,46260
2018-05-21 09:25,496,5680,483900,46195
2018-05-21 09:30,778,4206,484000,46150
2018-05-21 09:35,838,5022,483400,46240
2018-05-21 09:40,572,4520,483700,46220
2018-05-21 09:45,228,51178,483600,46480
2018-05-21 09:50,1528,13698,482800,46475
2018-05-21 09:55,836,11656,483200,46515
2018-05-21 10:00,2018,14758,484000,46505
2018-05-21 10:05,562,7056,483800,46515
2018-05-21 10:10,378,26040,483600,46690
2018-05-21 10:15,196,62732,483700,46980
2018-05-21 10:30,170,10746,483600,46905
2018-05-21 10:35,222,17424,483600,46850
2018-05-21 10:40,188,18204,483400,46790
2018-05-21 10:45,378,7258,483300,46825
2018-05-21 10:50,470,5872,483600,46865
2018-05-21 10:55,390,5890,483500,46855
2018-05-21 11:00,108,6600,483600,46905
2018-05-21 11:05,396,6958,483600,46930
2018-05-21 11:10,406,4786,483600,46890
2018-05-21 11:15,206,3024,483600,46880
2018-05-21 11:20,234,4578,483500,46850
2018-05-21 11:25,228,2474,483500,46875
2018-05-21 11:30,316,14156,483500,46700
2018-05-21 13:30,126,2408,483500,46715
2018-05-21 13:35,162,5952,483400,46735
2018-05-21 13:40,194,5582,483700,46725
2018-05-21 13:45,398,4740,483700,46695
2018-05-21 13:50,556,2442,483700,46725
2018-05-21 13:55,772,3194,484000,46735
2018-05-21 14:00,576,4520,484300,46795
2018-05-21 14:05,748,4112,484200,46815
2018-05-21 14:10,418,4092,484000,46695
2018-05-21 14:15,204,2690,483900,46700
2018-05-21 14:20,448,2928,483900,46675
2018-05-21 14:25,322,22178,483800,46525
2018-05-21 14:30,476,6330,483600,46560
2018-05-21 14:35,1816,4064,483300,46560
2018-05-21 14:40,678,2776,483600,46590
2018-05-21 14:45,380,4090,483400,46570
2018-05-21 14:50,1840,4752,482800,46515
2018-05-21 14:55,1208,7274,482800,46545
2018-05-21 15:00,1580,6194,482400,46540
2018-05-22 09:00,1398,7866,485500,46710
2018-05-22 09:05,2508,10150,485700,46735
2018-05-22 09:10,622,8272,485700,46730
2018-05-22 09:15,778,8874,485700,46635
2018-05-22 09:20,402,5800,485700,46640
2018-05-22 09:25,552,12244,485800,46480
2018-05-22 09:30,574,10168,485700,46475
2018-05-22 09:35,448,12780,485700,46395
2018-05-22 09:40,224,4500,485600,46510
2018-05-22 09:45,306,3656,485800,46455
2018-05-22 09:50,258,2648,485800,46500
2018-05-22 09:55,222,3560,485700,46450
2018-05-22 10:00,382,3598,485900,46450
2018-05-22 10:05,194,7332,485800,46590
2018-05-22 10:10,306,4580,485700,46565
2018-05-22 10:14,152,1844,485600,46570
2018-05-22 10:30,80,1524,485800,46490
2018-05-22 10:35,312,5990,485600,46460
2018-05-22 10:40,220,2498,485700,46490
2018-05-22 10:45,216,2780,485800,46495
2018-05-22 10:50,114,786,485800,46515
2018-05-22 10:55,1410,1538,485300,46535
2018-05-22 11:00,698,2604,485500,46560
2018-05-22 11:05,178,2364,485300,46475
2018-05-22 11:10,262,1754,485400,46535
2018-05-22 11:15,364,1986,485600,46565
2018-05-22 11:20,514,2236,485300,46520
2018-05-22 11:25,170,2622,485400,46515
2018-05-22 11:30,258,2300,485500,46450
2018-05-22 13:30,354,3154,485700,46430
2018-05-22 13:35,290,3114,485500,46440
2018-05-22 13:40,176,7488,485600,46440
2018-05-22 13:45,220,2988,485800,46445
2018-05-22 13:50,512,2244,485800,46440
2018-05-22 13:55,216,10056,485700,46395
2018-05-22 14:00,190,3188,485500,46445
2018-05-22 14:05,408,2364,485800,46420
2018-05-22 14:10,2764,5488,485900,46510
2018-05-22 14:15,550,2576,485900,46485
2018-05-22 14:20,304,4122,485900,46450
2018-05-22 14:25,312,1780,485800,46465
2018-05-22 14:30,1220,4494,485300,46485
2018-05-22 14:35,2406,1216,485100,46485
2018-05-22 14:40,1076,1242,485500,46480
2018-05-22 14:45,576,3168,485300,46550
2018-05-22 14:50,618,3582,485300,46515
2018-05-22 14:55,1310,6104,485300,46510
2018-05-22 15:00,1468,5898,485100,46540
2018-05-23 09:00,1726,5978,486700,46430
2018-05-23 09:05,2414,8996,487100,46405
2018-05-23 09:10,1254,30090,486700,46290
2018-05-23 09:15,918,8524,486600,46250
2018-05-23 09:20,1120,11216,486400,46230
2018-05-23 09:25,986,10008,487000,46175
2018-05-23 09:30,980,6398,486800,46160
2018-05-23 09:35,668,4764,486600,46195
2018-05-23 09:40,386,3126,486500,46185
2018-05-23 09:45,3110,7648,485500,46130
2018-05-23 09:50,2920,3770,484800,46100
2018-05-23 09:55,2452,4874,485100,46215
2018-05-23 10:00,1154,7762,485300,46210
2018-05-23 10:05,678,3274,485300,46215
2018-05-23 10:10,620,4634,485200,46300
2018-05-23 10:14,290,3026,485000,46300
2018-05-23 10:30,676,728,484600,46275
2018-05-23 10:35,1372,2484,484400,46255
2018-05-23 10:40,2442,1936,483700,46220
2018-05-23 10:45,3324,2998,483600,46175
2018-05-23 10:50,1764,5530,483200,46160
2018-05-23 10:55,1340,2740,483400,46165
2018-05-23 11:00,334,2130,483300,46175
2018-05-23 11:05,656,1366,483400,46190
2018-05-23 11:10,336,1228,483400,46155
2018-05-23 11:15,574,3448,483600,46145
2018-05-23 11:20,1072,3208,483900,46165
2018-05-23 11:25,1616,5204,484000,46105
2018-05-23 11:30,876,11448,484300,46060
2018-05-23 13:30,134,1962,484300,46085
2018-05-23 13:35,618,15074,484300,46010
2018-05-23 13:40,852,12612,483800,46115
2018-05-23 13:45,500,8894,484000,46140
2018-05-23 13:50,628,2492,484600,46145
2018-05-23 13:55,448,1420,484400,46135
2018-05-23 14:00,302,1738,484300,46105
2018-05-23 14:05,1702,2478,485300,46115
2018-05-23 14:10,2622,3448,485000,46160
2018-05-23 14:15,624,1596,485300,46120
2018-05-23 14:20,654,1816,485200,46140
2018-05-23 14:25,846,2158,485100,46105
2018-05-23 14:30,612,3340,485400,46055
2018-05-23 14:35,406,2508,485500,46090
2018-05-23 14:40,712,1308,485800,46100
2018-05-23 14:45,1732,1844,484600,46095
2018-05-23 14:50,820,2466,484600,46115
2018-05-23 14:55,1416,5466,484400,46130
2018-05-23 15:00,1742,4882,484600,46135
2018-05-24 09:00,1424,5482,485100,46060
2018-05-24 09:05,1274,8590,485400,46050
2018-05-24 09:10,922,10668,485300,45980
2018-05-24 09:15,774,23428,485500,45915
2018-05-24 09:20,478,7156,485800,45970
2018-05-24 09:25,444,6178,485900,45950
2018-05-24 09:30,468,8322,485800,45890
2018-05-24 09:35,776,4390,485300,45920
2018-05-24 09:40,364,2768,485400,45970
2018-05-24 09:45,374,4270,485200,45895
2018-05-24 09:50,742,1710,485500,45910
2018-05-24 09:55,408,3530,485700,45960
2018-05-24 10:00,442,3514,485400,45915
2018-05-24 10:05,194,4722,485300,45925
2018-05-24 10:10,250,2950,485500,45955
2018-05-24 10:15,188,1696,485400,45975
2018-05-24 10:30,142,2302,485700,46015
2018-05-24 10:35,570,12222,486000,46155
2018-05-24 10:40,670,6276,485800,46080
2018-05-24 10:45,154,2380,485800,46095
2018-05-24 10:50,236,3088,485900,46065
2018-05-24 10:55,138,2274,485800,46060
2018-05-24 11:00,84,1718,485800,46045
2018-05-24 11:05,158,1946,485600,46025
2018-05-24 11:10,170,3774,485900,45945
2018-05-24 11:15,150,3218,485800,45940
2018-05-24 11:20,126,4774,485700,45950
2018-05-24 11:25,166,1890,485700,45920
2018-05-24 11:29,232,2194,485500,45920
2018-05-24 13:30,1312,856,484500,45940
2018-05-24 13:35,2280,3820,484800,45985
2018-05-24 13:40,918,1834,484500,45980
2018-05-24 13:45,1090,4008,484300,45960
2018-05-24 13:50,532,4812,484800,46000
2018-05-24 13:55,942,2300,484600,46010
2018-05-24 14:00,1942,5462,484900,46045
2018-05-24 14:05,654,2156,484700,46025
2018-05-24 14:10,734,2464,485000,46005
2018-05-24 14:15,788,2464,484900,46065
2018-05-24 14:20,916,1626,484900,46010
2018-05-24 14:25,242,2876,485200,46005
2018-05-24 14:30,250,2940,485200,46030
2018-05-24 14:35,638,1236,485000,46025
2018-05-24 14:40,386,1412,485100,46030
2018-05-24 14:45,474,2124,485200,46030
2018-05-24 14:50,1796,2766,485500,46045
2018-05-24 14:55,1486,2872,485100,46040
2018-05-24 15:00,1070,7056,485000,45980
2018-05-25 09:00,916,12216,479900,46225
2018-05-25 09:05,1976,16472,479700,46125
2018-05-25 09:10,820,22618,480100,45915
2018-05-25 09:15,1162,11674,480600,45915
2018-05-25 09:20,478,3828,480700,45955
2018-05-25 09:25,1162,4362,481000,45905
2018-05-25 09:30,496,32342,480800,45900
2018-05-25 09:35,404,6032,481000,45915
2018-05-25 09:40,498,3686,480600,45880
2018-05-25 09:45,206,1608,480600,45895
2018-05-25 09:50,370,8604,480900,46020
2018-05-25 09:55,274,10206,480900,46055
2018-05-25 10:00,146,3210,480700,46000
2018-05-25 10:05,828,2872,480500,46030
2018-05-25 10:10,414,8632,480600,46075
2018-05-25 10:15,248,11914,480500,46185
2018-05-25 10:30,62,4812,480500,46145
2018-05-25 10:35,310,5154,480500,46130
2018-05-25 10:40,148,6074,480500,46135
2018-05-25 10:45,258,3932,480700,46100
2018-05-25 10:50,124,2604,480700,46070
2018-05-25 10:55,110,2736,480500,46095
2018-05-25 11:00,312,2776,480400,46085
2018-05-25 11:05,1254,1364,479900,46085
2018-05-25 11:10,1420,14678,479500,45910
2018-05-25 11:15,520,7024,479800,45945
2018-05-25 11:20,428,6028,479700,45895
2018-05-25 11:25,436,3126,479900,45970
2018-05-25 11:30,352,1700,479900,45950
2018-05-25 13:30,708,1406,479000,45930
2018-05-25 13:35,1794,3836,478900,45970
2018-05-25 13:40,900,1414,479100,45975
2018-05-25 13:45,388,2294,479400,45935
2018-05-25 13:50,186,2614,479300,45970
2018-05-25 13:55,198,1648,479200,45970
2018-05-25 14:00,2730,2004,478300,45920
2018-05-25 14:05,2020,15758,478700,45800
2018-05-25 14:10,988,33758,478500,45740
2018-05-25 14:15,706,49478,478700,45600
2018-05-25 14:20,912,11884,478800,45685
2018-05-25 14:25,826,5846,478300,45695
2018-05-25 14:30,704,7522,478400,45670
2018-05-25 14:35,390,4120,478500,45690
2018-05-25 14:40,534,4304,478600,45700
2018-05-25 14:45,874,5702,478500,45725
2018-05-25 14:50,3138,4686,477600,45690
2018-05-25 14:55,4326,6328,477200,45670
2018-05-25 15:00,2424,10038,477400,45605
2018-05-28 09:00,3492,18610,461100,45330
2018-05-28 09:05,6400,19818,459200,45455
