date,ppdce_price,ldce_price,ppdec_volume,ldce_volume
2015/6/15 9:00,9580,8576,558,702
2015/6/15 9:05,9605,8527,48046,39470
2015/6/15 9:10,9620,8549,32330,33714
2015/6/15 9:15,9595,8533,28702,16820
2015/6/15 9:20,9590,8537,20632,9862
2015/6/15 9:25,9590,8544,20012,11838
2015/6/15 9:30,9590,8543,6292,4468
2015/6/15 9:35,9580,8534,6616,5964
2015/6/15 9:40,9580,8532,4800,3466
2015/6/15 9:45,9585,8542,5484,4820
2015/6/15 9:50,9600,8545,8170,4170
2015/6/15 9:55,9615,8549,22046,10042
2015/6/15 10:00,9610,8545,7624,3916
2015/6/15 10:05,9605,8549,13774,4728
2015/6/15 10:10,9590,8543,3410,1496
2015/6/15 10:15,9595,8541,1624,1350
2015/6/15 10:35,9590,8540,4362,3170
2015/6/15 10:40,9605,8547,8008,2990
2015/6/15 10:45,9600,8548,5622,2192
2015/6/15 10:50,9600,8548,3874,4110
2015/6/15 10:55,9595,8550,2462,1438
2015/6/15 11:00,9590,8543,4474,2068
2015/6/15 11:05,9600,8548,26594,5448
2015/6/15 11:10,9595,8550,7296,3732
2015/6/15 11:15,9610,8567,7614,15804
2015/6/15 11:20,9605,8563,11094,5990
2015/6/15 11:25,9610,8563,4812,2698
2015/6/15 11:30,9625,8563,9356,4414
2015/6/15 13:35,9620,8562,11252,4356
2015/6/15 13:40,9610,8563,8526,6138
2015/6/15 13:45,9635,8585,17956,10772
2015/6/15 13:50,9630,8578,15514,8948
2015/6/15 13:55,9625,8579,9200,4078
2015/6/15 14:00,9640,8578,6730,3822
2015/6/15 14:05,9625,8576,10100,4792
2015/6/15 14:10,9625,8577,7516,3716
2015/6/15 14:15,9635,8580,7620,3810
2015/6/15 14:20,9625,8576,3166,1648
2015/6/15 14:25,9625,8574,7872,6800
2015/6/15 14:30,9605,8569,12960,7150
2015/6/15 14:35,9625,8569,12238,5444
2015/6/15 14:40,9645,8587,29188,13350
2015/6/15 14:45,9650,8600,30386,19968
2015/6/15 14:50,9650,8592,14802,8462
2015/6/15 14:55,9670,8606,14086,7926
2015/6/15 15:00,9725,8634,60860,29316
2015/6/16 9:00,9745,8649,964,210
2015/6/16 9:05,9770,8671,74600,35670
2015/6/16 9:10,9830,8734,75028,49580
2015/6/16 9:15,9820,8735,39392,32282
2015/6/16 9:20,9840,8791,50572,47860
2015/6/16 9:25,9830,8765,25144,29732
2015/6/16 9:30,9815,8744,18498,26798
2015/6/16 9:35,9815,8746,13160,10256
2015/6/16 9:40,9815,8738,7884,12220
2015/6/16 9:45,9815,8730,11186,15524
2015/6/16 9:50,9820,8738,11754,8588
2015/6/16 9:55,9820,8738,12824,7448
2015/6/16 10:00,9825,8742,6872,13664
2015/6/16 10:05,9840,8742,25760,15314
2015/6/16 10:10,9800,8713,24558,14578
2015/6/16 10:15,9765,8652,45282,43188
2015/6/16 10:35,9740,8654,40724,23290
2015/6/16 10:40,9765,8665,22224,16416
2015/6/16 10:45,9765,8668,9706,7474
2015/6/16 10:50,9770,8677,6122,5894
2015/6/16 10:55,9780,8681,14746,7940
2015/6/16 11:00,9765,8682,13186,14134
2015/6/16 11:05,9765,8683,9668,8594
2015/6/16 11:10,9765,8682,2418,2444
2015/6/16 11:15,9775,8688,7956,4340
2015/6/16 11:20,9760,8674,11810,7538
2015/6/16 11:25,9770,8672,5672,10130
2015/6/16 11:30,9770,8668,4088,5226
2015/6/16 13:35,9770,8659,8094,7732
2015/6/16 13:40,9735,8613,15112,18046
2015/6/16 13:45,9745,8628,22670,22496
2015/6/16 13:50,9735,8611,12348,11482
2015/6/16 13:55,9745,8625,12774,8350
2015/6/16 14:00,9720,8596,19988,17562
2015/6/16 14:05,9730,8605,19290,16066
2015/6/16 14:10,9680,8577,37838,21422
2015/6/16 14:15,9665,8578,30052,16512
2015/6/16 14:20,9680,8592,18852,10222
2015/6/16 14:25,9670,8578,13594,9216
2015/6/16 14:30,9655,8578,16172,6918
2015/6/16 14:35,9670,8586,24772,18210
2015/6/16 14:40,9645,8579,22794,7254
2015/6/16 14:45,9650,8579,14080,6610
2015/6/16 14:50,9670,8593,15780,7912
2015/6/16 14:55,9680,8600,12308,12020
2015/6/16 15:00,9690,8591,26614,11956
2015/6/17 9:00,9655,8571,678,612
2015/6/17 9:05,9615,8543,46928,32484
2015/6/17 9:10,9650,8586,37948,22364
2015/6/17 9:15,9665,8596,26096,15688
2015/6/17 9:20,9660,8587,20826,6956
2015/6/17 9:25,9635,8564,21240,11580
2015/6/17 9:30,9635,8580,15570,5976
2015/6/17 9:35,9650,8596,15394,6780
2015/6/17 9:40,9680,8616,21596,9374
2015/6/17 9:45,9650,8600,38870,13128
2015/6/17 9:50,9635,8586,12256,8072
2015/6/17 9:55,9640,8590,8360,2914
2015/6/17 10:00,9640,8599,3072,2408
2015/6/17 10:05,9595,8560,32764,10978
2015/6/17 10:10,9610,8567,23666,10808
2015/6/17 10:15,9605,8570,6720,4130
2015/6/17 10:35,9600,8561,15102,7412
2015/6/17 10:40,9575,8548,35882,18922
2015/6/17 10:45,9585,8543,28840,17526
2015/6/17 10:50,9580,8538,14936,6640
2015/6/17 10:55,9580,8532,21378,13400
2015/6/17 11:00,9580,8536,13378,6794
2015/6/17 11:05,9545,8464,33678,20300
2015/6/17 11:10,9560,8494,37932,31036
2015/6/17 11:15,9555,8485,8518,12030
2015/6/17 11:20,9560,8485,13322,10382
2015/6/17 11:25,9570,8488,15474,6558
2015/6/17 11:30,9560,8482,8448,6880
2015/6/17 13:35,9570,8500,18660,21294
2015/6/17 13:40,9570,8494,9372,10496
2015/6/17 13:45,9575,8515,7922,11860
2015/6/17 13:50,9570,8521,9172,4620
2015/6/17 13:55,9560,8516,14106,5368
2015/6/17 14:00,9545,8503,11230,6276
2015/6/17 14:05,9580,8527,25262,8130
2015/6/17 14:10,9575,8524,18424,8668
2015/6/17 14:15,9555,8509,9528,5590
2015/6/17 14:20,9565,8519,8562,3462
2015/6/17 14:25,9560,8514,5634,2676
2015/6/17 14:30,9580,8527,7654,4866
2015/6/17 14:35,9560,8512,12718,6664
2015/6/17 14:40,9575,8513,8934,3538
2015/6/17 14:45,9565,8512,12098,4974
2015/6/17 14:50,9565,8511,11870,5456
2015/6/17 14:55,9550,8497,22752,14662
2015/6/17 15:00,9505,8454,42012,22332
2015/6/18 9:00,9510,8440,1672,420
2015/6/18 9:05,9460,8436,77324,45504
2015/6/18 9:10,9500,8483,34174,28446
2015/6/18 9:15,9485,8469,20390,22482
2015/6/18 9:20,9495,8468,12786,10432
2015/6/18 9:25,9540,8488,53484,17630
2015/6/18 9:30,9530,8479,15614,8894
2015/6/18 9:35,9530,8477,15428,6726
2015/6/18 9:40,9525,8476,12462,5336
2015/6/18 9:45,9525,8474,3296,2300
2015/6/18 9:50,9520,8483,7212,6214
2015/6/18 9:55,9505,8472,13786,6912
2015/6/18 10:00,9510,8472,6732,3638
2015/6/18 10:05,9520,8477,11204,3432
2015/6/18 10:10,9520,8478,9498,7342
2015/6/18 10:15,9515,8481,5598,2536
2015/6/18 10:35,9495,8465,17920,8500
2015/6/18 10:40,9490,8466,11740,7396
2015/6/18 10:45,9505,8476,6372,5844
2015/6/18 10:50,9515,8475,11630,5394
2015/6/18 10:55,9525,8481,10762,4030
2015/6/18 11:00,9535,8488,12466,12298
2015/6/18 11:05,9530,8489,3636,3136
2015/6/18 11:10,9525,8488,4812,2002
2015/6/18 11:15,9530,8487,7732,2022
2015/6/18 11:20,9530,8484,4044,3214
2015/6/18 11:25,9535,8492,10194,4730
2015/6/18 11:30,9525,8492,5702,2414
2015/6/18 13:35,9535,8485,10722,5592
2015/6/18 13:40,9525,8488,5996,5724
2015/6/18 13:45,9540,8506,2530,3480
2015/6/18 13:50,9530,8490,18612,13140
2015/6/18 13:55,9525,8485,5238,3922
2015/6/18 14:00,9525,8483,3568,2594
2015/6/18 14:05,9520,8469,7082,6006
2015/6/18 14:10,9525,8480,7344,5162
2015/6/18 14:15,9520,8485,3388,3504
2015/6/18 14:20,9515,8488,9648,6296
2015/6/18 14:25,9520,8492,7682,7860
2015/6/18 14:30,9515,8484,2986,3290
2015/6/18 14:35,9515,8479,5576,7296
2015/6/18 14:40,9525,8484,8136,4238
2015/6/18 14:45,9520,8483,3214,2428
2015/6/18 14:50,9520,8481,4964,3360
2015/6/18 14:55,9545,8488,16932,7026
2015/6/18 15:00,9500,8464,24364,13754
2015/6/19 9:00,9520,8493,344,222
2015/6/19 9:05,9560,8505,52700,24852
2015/6/19 9:10,9600,8519,52462,21300
2015/6/19 9:15,9605,8526,56726,23376
2015/6/19 9:20,9610,8526,16856,11144
2015/6/19 9:25,9615,8536,26068,14276
2015/6/19 9:30,9650,8546,27576,13308
2015/6/19 9:35,9630,8537,37792,15536
2015/6/19 9:40,9610,8536,19760,11218
2015/6/19 9:45,9625,8549,13304,8150
2015/6/19 9:50,9615,8544,8212,6454
2015/6/19 9:55,9620,8544,21232,10862
2015/6/19 10:00,9620,8545,9416,6300
2015/6/19 10:05,9625,8547,9464,4906
2015/6/19 10:10,9620,8563,14660,20534
2015/6/19 10:15,9580,8536,41338,17922
2015/6/19 10:35,9585,8521,22506,14860
2015/6/19 10:40,9580,8541,6360,11490
2015/6/19 10:45,9585,8542,6736,8448
2015/6/19 10:50,9595,8547,8076,3020
2015/6/19 10:55,9590,8546,7498,5388
2015/6/19 11:00,9595,8548,3574,2294
2015/6/19 11:05,9585,8543,14772,6658
2015/6/19 11:10,9570,8543,9120,4646
2015/6/19 11:15,9570,8539,9282,5704
2015/6/19 11:20,9570,8542,10194,6076
2015/6/19 11:25,9565,8538,6696,6280
2015/6/19 11:30,9570,8546,12470,10288
2015/6/19 13:35,9570,8540,13152,8840
2015/6/19 13:40,9575,8531,16570,13036
2015/6/19 13:45,9580,8528,17446,14888
2015/6/19 13:50,9590,8528,16536,13666
2015/6/19 13:55,9610,8535,21906,9466
2015/6/19 14:00,9620,8542,19122,11182
2015/6/19 14:05,9630,8545,26338,8522
2015/6/19 14:10,9610,8539,11206,3598
2015/6/19 14:15,9625,8554,19208,7346
2015/6/19 14:20,9620,8548,18618,11062
2015/6/19 14:25,9610,8540,7784,7894
2015/6/19 14:30,9610,8543,22794,6652
2015/6/19 14:35,9615,8543,6276,2536
2015/6/19 14:40,9615,8544,4652,2662
2015/6/19 14:45,9600,8533,10468,4814
2015/6/19 14:50,9600,8542,12836,4442
2015/6/19 14:55,9580,8540,23522,7532
2015/6/19 15:00,9570,8536,38124,14694
2015/6/23 9:00,9590,8510,1982,622
2015/6/23 9:05,9590,8546,23392,13986
2015/6/23 9:10,9620,8575,23930,20762
2015/6/23 9:15,9615,8568,6354,7784
2015/6/23 9:20,9615,8570,7484,11296
2015/6/23 9:25,9605,8557,9870,7572
2015/6/23 9:30,9605,8549,6250,8258
2015/6/23 9:35,9600,8538,5362,6246
2015/6/23 9:40,9585,8535,12358,9622
2015/6/23 9:45,9595,8542,6092,5116
2015/6/23 9:50,9595,8535,4734,3320
2015/6/23 9:55,9570,8519,11378,8954
2015/6/23 10:00,9580,8523,6310,4794
2015/6/23 10:05,9590,8532,6132,6110
2015/6/23 10:10,9595,8531,4370,1640
2015/6/23 10:15,9605,8535,5172,3600
2015/6/23 10:35,9585,8529,4696,3972
2015/6/23 10:40,9575,8523,7222,4956
2015/6/23 10:45,9585,8530,3114,3232
2015/6/23 10:50,9560,8527,9992,3336
2015/6/23 10:55,9555,8510,26078,15068
2015/6/23 11:00,9485,8484,37916,18884
2015/6/23 11:05,9495,8491,47572,21874
2015/6/23 11:10,9485,8489,14652,9758
2015/6/23 11:15,9490,8487,15502,5890
2015/6/23 11:20,9480,8483,10072,7362
2015/6/23 11:25,9470,8466,36826,18638
2015/6/23 11:30,9480,8480,14810,9516
2015/6/23 13:35,9510,8487,31956,9786
2015/6/23 13:40,9510,8497,15156,13932
2015/6/23 13:45,9510,8510,13634,12188
2015/6/23 13:50,9505,8500,24090,12286
2015/6/23 13:55,9505,8505,3362,4838
2015/6/23 14:00,9510,8507,4702,4814
2015/6/23 14:05,9505,8507,7638,5482
2015/6/23 14:10,9530,8522,8902,4238
2015/6/23 14:15,9520,8524,6620,10886
2015/6/23 14:20,9520,8518,5604,5672
2015/6/23 14:25,9505,8514,7732,6030
2015/6/23 14:30,9515,8518,4178,3490
2015/6/23 14:35,9515,8521,5436,4488
2015/6/23 14:40,9535,8532,10036,5342
2015/6/23 14:45,9545,8534,31272,10468
2015/6/23 14:50,9545,8536,6526,5218
2015/6/23 14:55,9555,8535,11388,6404
2015/6/23 15:00,9565,8550,20184,11888
2015/6/24 9:00,9600,8615,908,634
2015/6/24 9:05,9605,8578,52126,27784
2015/6/24 9:10,9600,8577,25990,14466
2015/6/24 9:15,9635,8585,38234,15966
2015/6/24 9:20,9595,8573,37442,16936
2015/6/24 9:25,9600,8570,9346,4770
2015/6/24 9:30,9585,8547,21814,23164
2015/6/24 9:35,9595,8554,13834,8700
2015/6/24 9:40,9610,8558,17358,7370
2015/6/24 9:45,9610,8571,8492,7958
2015/6/24 9:50,9620,8569,12656,5566
2015/6/24 9:55,9610,8568,7164,6172
2015/6/24 10:00,9640,8584,15112,7288
2015/6/24 10:05,9635,8585,31894,13754
2015/6/24 10:10,9640,8590,12706,7894
2015/6/24 10:15,9635,8588,7902,9378
2015/6/24 10:35,9635,8581,4066,6164
2015/6/24 10:40,9625,8580,8144,8642
2015/6/24 10:45,9640,8585,5246,5110
2015/6/24 10:50,9630,8585,5296,4694
2015/6/24 10:55,9635,8587,3226,2768
2015/6/24 11:00,9630,8580,4732,4456
2015/6/24 11:05,9635,8582,4142,3502
2015/6/24 11:10,9640,8588,10426,6110
2015/6/24 11:15,9650,8588,6196,2888
2015/6/24 11:20,9665,8598,27684,19192
2015/6/24 11:25,9680,8606,22458,14946
2015/6/24 11:30,9655,8594,16564,6790
2015/6/24 13:35,9645,8594,20072,8792
2015/6/24 13:40,9675,8603,26140,6472
2015/6/24 13:45,9665,8595,9684,5046
2015/6/24 13:50,9675,8602,11020,4136
2015/6/24 13:55,9685,8606,7310,2922
2015/6/24 14:00,9660,8602,29906,11516
2015/6/24 14:05,9665,8603,7178,3316
2015/6/24 14:10,9665,8602,3974,2906
2015/6/24 14:15,9670,8606,3354,2392
2015/6/24 14:20,9670,8598,6870,5326
2015/6/24 14:25,9685,8614,18312,10586
2015/6/24 14:30,9680,8622,7744,7462
2015/6/24 14:35,9685,8621,7578,9762
2015/6/24 14:40,9700,8629,19688,12434
2015/6/24 14:45,9695,8625,12646,7310
2015/6/24 14:50,9655,8616,34806,20064
2015/6/24 14:55,9660,8611,27374,11242
2015/6/24 15:00,9685,8631,21130,12930
2015/6/25 9:00,9655,8599,596,430
2015/6/25 9:05,9645,8589,45894,26672
2015/6/25 9:10,9645,8589,34968,12418
2015/6/25 9:15,9655,8607,15636,14272
2015/6/25 9:20,9650,8604,19398,12186
2015/6/25 9:25,9645,8590,15054,11572
2015/6/25 9:30,9650,8588,13176,12390
2015/6/25 9:35,9645,8588,13340,9130
2015/6/25 9:40,9650,8588,11460,4710
2015/6/25 9:45,9655,8594,4462,2660
2015/6/25 9:50,9650,8588,3856,3054
2015/6/25 9:55,9655,8587,2736,4392
2015/6/25 10:00,9670,8594,16870,8208
2015/6/25 10:05,9655,8593,10552,5356
2015/6/25 10:10,9670,8599,6716,6012
2015/6/25 10:15,9680,8609,15604,8748
2015/6/25 10:35,9680,8612,9492,5892
2015/6/25 10:40,9685,8613,20596,14384
2015/6/25 10:45,9685,8613,5500,3530
2015/6/25 10:50,9680,8609,4398,3776
2015/6/25 10:55,9675,8611,7096,3918
2015/6/25 11:00,9675,8609,4866,2258
2015/6/25 11:05,9670,8604,5650,2756
2015/6/25 11:10,9680,8612,7226,4292
2015/6/25 11:15,9675,8612,2176,1804
2015/6/25 11:20,9675,8609,880,918
2015/6/25 11:25,9685,8616,2452,3660
2015/6/25 11:30,9675,8613,1948,2228
2015/6/25 13:35,9680,8600,9482,8178
2015/6/25 13:40,9680,8605,2390,2392
2015/6/25 13:45,9670,8596,3208,2756
2015/6/25 13:50,9675,8597,5102,3674
2015/6/25 13:55,9670,8597,3644,2142
2015/6/25 14:00,9680,8600,2242,4090
2015/6/25 14:05,9680,8608,11776,6430
2015/6/25 14:10,9680,8608,3424,1912
2015/6/25 14:15,9680,8610,9220,2354
2015/6/25 14:20,9670,8613,6792,4144
2015/6/25 14:25,9660,8605,6882,5446
2015/6/25 14:30,9675,8610,5660,5312
2015/6/25 14:35,9675,8609,6138,5156
2015/6/25 14:40,9660,8591,8484,11442
2015/6/25 14:45,9670,8603,10972,8084
2015/6/25 14:50,9685,8603,13344,5978
2015/6/25 14:55,9695,8614,8190,6808
2015/6/25 15:00,9685,8615,16026,9306
2015/6/26 9:00,9685,8610,508,324
2015/6/26 9:05,9765,8648,75336,26816
2015/6/26 9:10,9750,8635,37842,17514
2015/6/26 9:15,9780,8657,42672,28976
2015/6/26 9:20,9770,8653,17178,13404
2015/6/26 9:25,9785,8658,17872,7154
2015/6/26 9:30,9790,8660,21122,6284
2015/6/26 9:35,9805,8661,33848,14780
2015/6/26 9:40,9805,8664,31724,11068
2015/6/26 9:45,9810,8667,22428,11950
2015/6/26 9:50,9805,8657,21440,9358
2015/6/26 9:55,9815,8661,14518,4786
2015/6/26 10:00,9835,8672,38562,10916
2015/6/26 10:05,9860,8680,57868,18018
2015/6/26 10:10,9870,8679,35772,12362
2015/6/26 10:15,9855,8669,30442,12404
2015/6/26 10:35,9845,8654,26390,14758
2015/6/26 10:40,9830,8651,21582,16080
2015/6/26 10:45,9845,8661,20194,7014
2015/6/26 10:50,9835,8652,11380,6636
2015/6/26 10:55,9845,8659,14238,6436
2015/6/26 11:00,9855,8662,8392,3646
2015/6/26 11:05,9850,8662,10048,4808
2015/6/26 11:10,9845,8656,10906,6228
2015/6/26 11:15,9850,8658,5070,2924
2015/6/26 11:20,9845,8658,4148,2270
2015/6/26 11:25,9840,8653,5914,3228
2015/6/26 11:30,9865,8665,17806,5400
2015/6/26 13:35,9845,8658,22610,8514
2015/6/26 13:40,9850,8665,10134,6118
2015/6/26 13:45,9850,8662,5654,3280
2015/6/26 13:50,9845,8662,24414,9796
2015/6/26 13:55,9855,8674,15998,10360
2015/6/26 14:00,9865,8676,25430,13098
2015/6/26 14:05,9870,8672,8856,5250
2015/6/26 14:10,9850,8673,14332,8004
2015/6/26 14:15,9865,8677,25238,6590
2015/6/26 14:20,9870,8679,16076,8350
2015/6/26 14:25,9865,8679,9052,5756
2015/6/26 14:30,9880,8697,18124,14428
2015/6/26 14:35,9890,8705,13510,12752
2015/6/26 14:40,9860,8684,21678,14698
2015/6/26 14:45,9845,8666,46072,28618
2015/6/26 14:50,9875,8691,32374,20280
2015/6/26 14:55,9910,8730,45350,16364
2015/6/26 15:00,9870,8708,49864,17600
2015/6/29 9:00,9865,8699,1486,326
2015/6/29 9:05,9870,8698,60558,23688
2015/6/29 9:10,9830,8662,36036,21960
2015/6/29 9:15,9840,8664,24960,11370
2015/6/29 9:20,9845,8669,13530,7414
2015/6/29 9:25,9840,8653,8802,7506
2015/6/29 9:30,9810,8637,21024,12508
2015/6/29 9:35,9800,8631,28694,11752
2015/6/29 9:40,9785,8628,27978,9714
2015/6/29 9:45,9775,8635,29390,8606
2015/6/29 9:50,9780,8634,17194,4924
2015/6/29 9:55,9775,8634,15930,5486
2015/6/29 10:00,9770,8633,11618,4182
2015/6/29 10:05,9785,8638,12616,4252
2015/6/29 10:10,9780,8633,12164,3040
2015/6/29 10:15,9765,8632,7318,2616
2015/6/29 10:35,9730,8624,32678,8420
2015/6/29 10:40,9745,8614,14366,15698
2015/6/29 10:45,9710,8603,26654,11796
2015/6/29 10:50,9680,8577,56400,24218
2015/6/29 10:55,9650,8557,40864,15982
2015/6/29 11:00,9595,8539,58736,15010
2015/6/29 11:05,9615,8555,39350,22536
2015/6/29 11:10,9625,8552,22376,7664
2015/6/29 11:15,9605,8548,22526,9656
2015/6/29 11:20,9580,8531,36500,12382
2015/6/29 11:25,9605,8540,18656,10952
2015/6/29 11:30,9550,8517,32154,9904
2015/6/29 13:35,9585,8527,76412,24274
2015/6/29 13:40,9640,8560,45268,13258
2015/6/29 13:45,9645,8562,20810,5564
2015/6/29 13:50,9640,8568,37640,13974
2015/6/29 13:55,9650,8572,21934,5282
2015/6/29 14:00,9655,8566,19714,5436
2015/6/29 14:05,9690,8588,30856,8550
2015/6/29 14:10,9740,8603,72326,16994
2015/6/29 14:15,9755,8617,29794,11450
2015/6/29 14:20,9750,8622,32580,14642
2015/6/29 14:25,9760,8615,31254,8748
2015/6/29 14:30,9760,8617,14646,4130
2015/6/29 14:35,9770,8620,25750,6606
2015/6/29 14:40,9760,8610,24918,4376
2015/6/29 14:45,9760,8615,13366,3314
2015/6/29 14:50,9775,8619,14704,4594
2015/6/29 14:55,9780,8622,12064,4356
2015/6/29 15:00,9785,8621,20896,6802
2015/6/30 9:00,9730,8588,664,192
2015/6/30 9:05,9685,8543,59444,20358
2015/6/30 9:10,9680,8550,37398,11562
2015/6/30 9:15,9715,8561,40866,14336
2015/6/30 9:20,9710,8565,19756,8244
2015/6/30 9:25,9715,8557,35564,11608
2015/6/30 9:30,9710,8551,36784,17732
2015/6/30 9:35,9710,8559,17172,12814
2015/6/30 9:40,9720,8555,15758,8684
2015/6/30 9:45,9725,8565,16504,7834
2015/6/30 9:50,9750,8578,13260,5116
2015/6/30 9:55,9765,8591,33590,13680
2015/6/30 10:00,9765,8577,21100,7964
2015/6/30 10:05,9740,8565,14360,7552
2015/6/30 10:10,9750,8596,15328,20388
2015/6/30 10:15,9755,8597,6310,6470
2015/6/30 10:35,9750,8586,8048,5346
2015/6/30 10:40,9740,8582,13254,4384
2015/6/30 10:45,9740,8583,7032,2888
2015/6/30 10:50,9715,8568,32744,10272
2015/6/30 10:55,9725,8576,14396,5748
2015/6/30 11:00,9720,8567,9380,6074
2015/6/30 11:05,9725,8566,6416,3998
2015/6/30 11:10,9720,8563,7482,4244
2015/6/30 11:15,9735,8573,7880,4852
2015/6/30 11:20,9755,8585,22416,8884
2015/6/30 11:25,9820,8615,71536,20238
2015/6/30 11:30,9810,8616,21798,7772
2015/6/30 13:35,9820,8622,37868,12770
2015/6/30 13:40,9825,8613,21016,7776
2015/6/30 13:45,9830,8625,10936,4948
2015/6/30 13:50,9850,8649,32808,14284
2015/6/30 13:55,9855,8644,30056,9146
2015/6/30 14:00,9845,8642,27598,8590
2015/6/30 14:05,9850,8637,20322,6694
2015/6/30 14:10,9850,8638,9660,3116
2015/6/30 14:15,9850,8643,9428,2458
2015/6/30 14:20,9845,8635,27536,7480
2015/6/30 14:25,9835,8622,34666,8594
2015/6/30 14:30,9830,8610,13138,6130
2015/6/30 14:35,9855,8628,26036,9212
2015/6/30 14:40,9855,8620,10002,3140
2015/6/30 14:45,9840,8616,6816,1898
2015/6/30 14:50,9820,8606,19132,3686
2015/6/30 14:55,9850,8617,20724,3858
2015/6/30 15:00,9855,8619,23992,6754
2015/7/1 9:00,9865,8628,1310,212
2015/7/1 9:05,9930,8656,78148,21684
2015/7/1 9:10,9945,8668,41214,13704
2015/7/1 9:15,9975,8693,36256,14522
2015/7/1 9:20,9950,8676,26848,14068
2015/7/1 9:25,9945,8674,19240,9196
2015/7/1 9:30,9955,8673,22464,13512
2015/7/1 9:35,9960,8678,32242,10814
2015/7/1 9:40,9960,8683,14316,7612
2015/7/1 9:45,9955,8680,7554,3156
2015/7/1 9:50,9950,8677,14366,3844
2015/7/1 9:55,9950,8681,11610,5786
2015/7/1 10:00,9955,8678,5016,5730
2015/7/1 10:05,9965,8678,6588,4550
2015/7/1 10:10,9960,8676,6380,2604
2015/7/1 10:15,9955,8671,5034,4940
2015/7/1 10:35,9955,8672,4456,3648
2015/7/1 10:40,9970,8678,12790,3696
2015/7/1 10:45,9975,8676,16758,5814
2015/7/1 10:50,9965,8676,4288,3018
2015/7/1 10:55,9970,8679,13146,6770
2015/7/1 11:00,9920,8649,56214,16580
2015/7/1 11:05,9890,8640,37658,11674
2015/7/1 11:10,9880,8640,36336,9224
2015/7/1 11:15,9895,8638,12036,4812
2015/7/1 11:20,9890,8633,13444,8114
2015/7/1 11:25,9865,8610,25674,12330
2015/7/1 11:30,9875,8610,11706,7144
2015/7/1 13:35,9855,8600,28928,13070
2015/7/1 13:40,9865,8620,11494,8488
2015/7/1 13:45,9865,8616,9586,4212
2015/7/1 13:50,9870,8619,17930,4902
2015/7/1 13:55,9880,8627,5802,2848
2015/7/1 14:00,9880,8629,7174,4174
2015/7/1 14:05,9885,8625,10940,4258
2015/7/1 14:10,9880,8623,12556,5428
2015/7/1 14:15,9850,8607,13622,11040
2015/7/1 14:20,9870,8609,12012,6268
2015/7/1 14:25,9870,8609,10738,7852
2015/7/1 14:30,9875,8618,2024,2912
2015/7/1 14:35,9865,8610,4892,2688
2015/7/1 14:40,9870,8614,3094,1698
2015/7/1 14:45,9860,8609,5880,3262
2015/7/1 14:50,9875,8613,9252,3522
2015/7/1 14:55,9885,8615,15430,5220
2015/7/1 15:00,9915,8613,31130,8598
2015/7/2 9:00,9850,8553,3162,674
2015/7/2 9:05,9850,8576,71324,30814
2015/7/2 9:10,9865,8591,50638,21624
2015/7/2 9:15,9840,8595,42516,19084
2015/7/2 9:20,9850,8602,17524,11492
2015/7/2 9:25,9845,8596,11768,10638
2015/7/2 9:30,9850,8599,9706,4890
2015/7/2 9:35,9850,8602,11650,7268
2015/7/2 9:40,9860,8605,16414,6684
2015/7/2 9:45,9865,8602,10388,5710
2015/7/2 9:50,9840,8600,7038,3132
2015/7/2 9:55,9835,8601,11460,4160
2015/7/2 10:00,9845,8608,20570,7058
2015/7/2 10:05,9845,8607,7758,4366
2015/7/2 10:10,9840,8609,8206,2542
2015/7/2 10:15,9845,8609,3680,2076
2015/7/2 10:35,9840,8609,4594,3780
2015/7/2 10:40,9845,8618,6894,8924
2015/7/2 10:45,9850,8626,5006,3742
2015/7/2 10:50,9860,8623,10264,4848
2015/7/2 10:55,9850,8615,5000,4394
2015/7/2 11:00,9855,8615,4468,5418
2015/7/2 11:05,9860,8618,8742,2946
2015/7/2 11:10,9840,8605,27924,6806
2015/7/2 11:15,9840,8602,5834,3104
2015/7/2 11:20,9830,8597,14196,6008
2015/7/2 11:25,9845,8606,9348,5270
2015/7/2 11:30,9860,8612,9900,2910
2015/7/2 13:35,9850,8610,4790,1958
2015/7/2 13:40,9855,8614,5546,2754
2015/7/2 13:45,9855,8612,2534,1424
2015/7/2 13:50,9870,8620,9514,3348
2015/7/2 13:55,9865,8613,6540,3134
2015/7/2 14:00,9870,8620,4312,2072
2015/7/2 14:05,9845,8611,15060,3500
2015/7/2 14:10,9845,8613,5960,2094
2015/7/2 14:15,9840,8609,5866,2000
2015/7/2 14:20,9850,8617,8980,4444
2015/7/2 14:25,9870,8631,21994,18302
2015/7/2 14:30,9865,8630,6834,4812
2015/7/2 14:35,9860,8633,7088,4464
2015/7/2 14:40,9865,8630,11072,3662
2015/7/2 14:45,9890,8640,22898,9678
2015/7/2 14:50,9895,8641,18854,7268
2015/7/2 14:55,9900,8643,21016,6622
2015/7/2 15:00,9915,8644,24522,12722
2015/7/3 9:00,9880,8643,814,254
2015/7/3 9:05,9905,8623,46236,19194
2015/7/3 9:10,9885,8605,49026,13682
2015/7/3 9:15,9890,8603,23886,10998
2015/7/3 9:20,9880,8592,19546,12498
2015/7/3 9:25,9890,8598,10342,6026
2015/7/3 9:30,9900,8598,12894,5552
2015/7/3 9:35,9905,8603,9890,5586
2015/7/3 9:40,9895,8598,6288,2954
2015/7/3 9:45,9905,8610,11252,7918
